Timestamp,Atribration_id,dlc,data
1757527344.5158737,0x18820810,1,12
1757527345.0196345,0x18820810,1,12
1757527345.523379,0x18820810,1,12
1757527346.0271478,0x18820810,1,12
1757527346.5309045,0x18820810,1,12
1757527347.034657,0x18820810,1,12
1757527347.5384014,0x18820810,1,12
1757527348.0421624,0x18820810,1,12
1757527348.545911,0x18820810,1,12
1757527349.0496724,0x18820810,1,12
1757527349.5534215,0x18820810,1,12
1757527350.0571837,0x18820810,1,12
1757527350.5609329,0x18820810,1,12
1757527351.0646982,0x18820810,1,12
1757527351.5684485,0x18820810,1,12
1757527352.0722044,0x18820810,1,12
1757527352.5759568,0x18820810,1,12
1757527353.0797067,0x18820810,1,12
1757527353.583465,0x18820810,1,12
1757527354.0872157,0x18820810,1,12
1757527354.5909758,0x18820810,1,12
1757527355.0947256,0x18820810,1,12
1757527355.5984871,0x18820810,1,12
1757527356.1022482,0x18820810,1,12
1757527356.606002,0x18820810,1,12
1757527357.1097476,0x18820810,1,12
1757527357.613504,0x18820810,1,12
1757527358.1172566,0x18820810,1,12
1757527358.6210136,0x18820810,1,12
1757527359.1247694,0x18820810,1,12
