"E5100A REV3.14"
"DATE: Jun 25 2004"



"CHANNEL: 2"
"MEASURE TYPE: AR"
"FORMAT TYPE: LINMP"
"NUMBER of POINTS: 1601"
"SWEEP TIME:  3.458 s"
"SWEEP TYPE: LINF"
"SOURCE POWER: 0 dBm"
"IF BANDWIDTH: 500 Hz"

"Frequency"	"Main Array"	"Sub Array"
9.03262500000E+05	2.054626E+01	-8.983125E+01
9.05131250000E+05	2.058990E+01	-8.976540E+01
9.07000000000E+05	2.062004E+01	-8.978979E+01
9.08868750000E+05	2.066787E+01	-8.984288E+01
9.10737500000E+05	2.071977E+01	-8.976642E+01
9.12606250000E+05	2.074136E+01	-8.981306E+01
9.14475000000E+05	2.078357E+01	-8.982295E+01
9.16343750000E+05	2.084255E+01	-8.979549E+01
9.18212500000E+05	2.086776E+01	-8.979119E+01
9.20081250000E+05	2.091177E+01	-8.980123E+01
9.21950000000E+05	2.097838E+01	-8.983159E+01
9.23818750000E+05	2.099059E+01	-8.983054E+01
9.25687500000E+05	2.104820E+01	-8.980947E+01
9.27556250000E+05	2.108897E+01	-8.979524E+01
9.29425000000E+05	2.113694E+01	-8.985864E+01
9.31293750000E+05	2.118946E+01	-8.983167E+01
9.33162500000E+05	2.122415E+01	-8.981187E+01
9.35031250000E+05	2.126465E+01	-8.979232E+01
9.36900000000E+05	2.130271E+01	-8.979115E+01
9.38768750000E+05	2.133392E+01	-8.979484E+01
9.40637500000E+05	2.138261E+01	-8.980647E+01
9.42506250000E+05	2.142701E+01	-8.981745E+01
9.44375000000E+05	2.147502E+01	-8.984116E+01
9.46243750000E+05	2.152030E+01	-8.981696E+01
9.48112500000E+05	2.154694E+01	-8.981104E+01
9.49981250000E+05	2.160273E+01	-8.980831E+01
9.51850000000E+05	2.165317E+01	-8.982412E+01
9.53718750000E+05	2.167796E+01	-8.980070E+01
9.55587500000E+05	2.173454E+01	-8.982805E+01
9.57456250000E+05	2.178173E+01	-8.979938E+01
9.59325000000E+05	2.182659E+01	-8.985882E+01
9.61193750000E+05	2.186131E+01	-8.984089E+01
9.63062500000E+05	2.189691E+01	-8.978911E+01
9.64931250000E+05	2.193953E+01	-8.985508E+01
9.66800000000E+05	2.199150E+01	-8.982566E+01
9.68668750000E+05	2.202854E+01	-8.976837E+01
9.70537500000E+05	2.207202E+01	-8.981240E+01
9.72406250000E+05	2.209989E+01	-8.980810E+01
9.74275000000E+05	2.214747E+01	-8.981653E+01
9.76143750000E+05	2.218746E+01	-8.983439E+01
9.78012500000E+05	2.223656E+01	-8.984491E+01
9.79881250000E+05	2.227151E+01	-8.983131E+01
9.81750000000E+05	2.232052E+01	-8.979878E+01
9.83618750000E+05	2.234710E+01	-8.979190E+01
9.85487500000E+05	2.241570E+01	-8.979489E+01
9.87356250000E+05	2.244068E+01	-8.985530E+01
9.89225000000E+05	2.248986E+01	-8.980634E+01
9.91093750000E+05	2.253260E+01	-8.980807E+01
9.92962500000E+05	2.258171E+01	-8.983745E+01
9.94831250000E+05	2.262046E+01	-8.983446E+01
9.96700000000E+05	2.266074E+01	-8.976692E+01
9.98568750000E+05	2.270849E+01	-8.986550E+01
1.00043750000E+06	2.275727E+01	-8.980156E+01
1.00230625000E+06	2.277606E+01	-8.980979E+01
1.00417500000E+06	2.282902E+01	-8.981862E+01
1.00604375000E+06	2.288714E+01	-8.984586E+01
1.00791250000E+06	2.292091E+01	-8.983260E+01
1.00978125000E+06	2.294692E+01	-8.985283E+01
1.01165000000E+06	2.300520E+01	-8.983128E+01
1.01351875000E+06	2.303882E+01	-8.979364E+01
1.01538750000E+06	2.307972E+01	-8.983498E+01
1.01725625000E+06	2.311845E+01	-8.979959E+01
1.01912500000E+06	2.316858E+01	-8.982763E+01
1.02099375000E+06	2.320424E+01	-8.983917E+01
1.02286250000E+06	2.324381E+01	-8.981266E+01
1.02473125000E+06	2.328860E+01	-8.986372E+01
1.02660000000E+06	2.334663E+01	-8.982468E+01
1.02846875000E+06	2.339428E+01	-8.980322E+01
1.03033750000E+06	2.341459E+01	-8.982340E+01
1.03220625000E+06	2.346136E+01	-8.981982E+01
1.03407500000E+06	2.352658E+01	-8.983833E+01
1.03594375000E+06	2.353954E+01	-8.979614E+01
1.03781250000E+06	2.357146E+01	-8.984694E+01
1.03968125000E+06	2.362621E+01	-8.983449E+01
1.04155000000E+06	2.367424E+01	-8.986576E+01
1.04341875000E+06	2.369625E+01	-8.982562E+01
1.04528750000E+06	2.376948E+01	-8.983499E+01
1.04715625000E+06	2.379946E+01	-8.980782E+01
1.04902500000E+06	2.384431E+01	-8.982660E+01
1.05089375000E+06	2.388520E+01	-8.984571E+01
1.05276250000E+06	2.393198E+01	-8.982410E+01
1.05463125000E+06	2.396804E+01	-8.982452E+01
1.05650000000E+06	2.400920E+01	-8.981244E+01
1.05836875000E+06	2.405548E+01	-8.980246E+01
1.06023750000E+06	2.408048E+01	-8.981865E+01
1.06210625000E+06	2.412958E+01	-8.983900E+01
1.06397500000E+06	2.416254E+01	-8.984427E+01
1.06584375000E+06	2.420466E+01	-8.980538E+01
1.06771250000E+06	2.427962E+01	-8.986118E+01
1.06958125000E+06	2.429796E+01	-8.983245E+01
1.07145000000E+06	2.434674E+01	-8.985003E+01
1.07331875000E+06	2.439585E+01	-8.982238E+01
1.07518750000E+06	2.442754E+01	-8.983643E+01
1.07705625000E+06	2.447088E+01	-8.986965E+01
1.07892500000E+06	2.454623E+01	-8.983668E+01
1.08079375000E+06	2.455064E+01	-8.988657E+01
1.08266250000E+06	2.460837E+01	-8.979243E+01
1.08453125000E+06	2.463742E+01	-8.983823E+01
1.08640000000E+06	2.467090E+01	-8.982311E+01
1.08826875000E+06	2.472904E+01	-8.980534E+01
1.09013750000E+06	2.476273E+01	-8.981758E+01
1.09200625000E+06	2.480871E+01	-8.986821E+01
1.09387500000E+06	2.486286E+01	-8.981268E+01
1.09574375000E+06	2.489072E+01	-8.978619E+01
1.09761250000E+06	2.493304E+01	-8.982063E+01
1.09948125000E+06	2.497874E+01	-8.983434E+01
1.10135000000E+06	2.501707E+01	-8.981876E+01
1.10321875000E+06	2.507271E+01	-8.983080E+01
1.10508750000E+06	2.511951E+01	-8.981982E+01
1.10695625000E+06	2.515031E+01	-8.978216E+01
1.10882500000E+06	2.518247E+01	-8.983478E+01
1.11069375000E+06	2.523912E+01	-8.982437E+01
1.11256250000E+06	2.526257E+01	-8.984041E+01
1.11443125000E+06	2.532315E+01	-8.982436E+01
1.11630000000E+06	2.537049E+01	-8.983560E+01
1.11816875000E+06	2.539890E+01	-8.982631E+01
1.12003750000E+06	2.543525E+01	-8.980291E+01
1.12190625000E+06	2.547919E+01	-8.983218E+01
1.12377500000E+06	2.551896E+01	-8.982016E+01
1.12564375000E+06	2.558791E+01	-8.983279E+01
1.12751250000E+06	2.563017E+01	-8.983299E+01
1.12938125000E+06	2.565916E+01	-8.983516E+01
1.13125000000E+06	2.570246E+01	-8.982448E+01
1.13311875000E+06	2.574383E+01	-8.982977E+01
1.13498750000E+06	2.577634E+01	-8.981516E+01
1.13685625000E+06	2.584828E+01	-8.982760E+01
1.13872500000E+06	2.587460E+01	-8.978391E+01
1.14059375000E+06	2.591879E+01	-8.984702E+01
1.14246250000E+06	2.594912E+01	-8.984931E+01
1.14433125000E+06	2.599116E+01	-8.981575E+01
1.14620000000E+06	2.604259E+01	-8.985833E+01
1.14806875000E+06	2.607281E+01	-8.984127E+01
1.14993750000E+06	2.611967E+01	-8.981480E+01
1.15180625000E+06	2.617234E+01	-8.981773E+01
1.15367500000E+06	2.619801E+01	-8.985320E+01
1.15554375000E+06	2.622957E+01	-8.981888E+01
1.15741250000E+06	2.628439E+01	-8.986000E+01
1.15928125000E+06	2.633791E+01	-8.983215E+01
1.16115000000E+06	2.637840E+01	-8.979031E+01
1.16301875000E+06	2.641146E+01	-8.985875E+01
1.16488750000E+06	2.647871E+01	-8.984116E+01
1.16675625000E+06	2.648687E+01	-8.982061E+01
1.16862500000E+06	2.654379E+01	-8.979422E+01
1.17049375000E+06	2.658718E+01	-8.982838E+01
1.17236250000E+06	2.663702E+01	-8.982890E+01
1.17423125000E+06	2.667602E+01	-8.976019E+01
1.17610000000E+06	2.673727E+01	-8.981956E+01
1.17796875000E+06	2.674591E+01	-8.979636E+01
1.17983750000E+06	2.679982E+01	-8.984721E+01
1.18170625000E+06	2.683616E+01	-8.983562E+01
1.18357500000E+06	2.689143E+01	-8.981290E+01
1.18544375000E+06	2.693858E+01	-8.984096E+01
1.18731250000E+06	2.696406E+01	-8.983753E+01
1.18918125000E+06	2.701089E+01	-8.982626E+01
1.19105000000E+06	2.706803E+01	-8.986686E+01
1.19291875000E+06	2.708999E+01	-8.981923E+01
1.19478750000E+06	2.713882E+01	-8.982528E+01
1.19665625000E+06	2.717717E+01	-8.983413E+01
1.19852500000E+06	2.722306E+01	-8.982648E+01
1.20039375000E+06	2.727334E+01	-8.986482E+01
1.20226250000E+06	2.732418E+01	-8.981001E+01
1.20413125000E+06	2.734927E+01	-8.987873E+01
1.20600000000E+06	2.740270E+01	-8.981042E+01
1.20786875000E+06	2.742915E+01	-8.984090E+01
1.20973750000E+06	2.748395E+01	-8.982121E+01
1.21160625000E+06	2.752466E+01	-8.982457E+01
1.21347500000E+06	2.754631E+01	-8.982510E+01
1.21534375000E+06	2.757977E+01	-8.985192E+01
1.21721250000E+06	2.763865E+01	-8.985390E+01
1.21908125000E+06	2.769005E+01	-8.982623E+01
1.22095000000E+06	2.771943E+01	-8.984909E+01
1.22281875000E+06	2.777525E+01	-8.982963E+01
1.22468750000E+06	2.781121E+01	-8.982541E+01
1.22655625000E+06	2.785693E+01	-8.979417E+01
1.22842500000E+06	2.790751E+01	-8.984212E+01
1.23029375000E+06	2.794460E+01	-8.980212E+01
1.23216250000E+06	2.799347E+01	-8.980725E+01
1.23403125000E+06	2.804642E+01	-8.981986E+01
1.23590000000E+06	2.807361E+01	-8.980543E+01
1.23776875000E+06	2.810964E+01	-8.981507E+01
1.23963750000E+06	2.815444E+01	-8.983678E+01
1.24150625000E+06	2.820034E+01	-8.983434E+01
1.24337500000E+06	2.823569E+01	-8.982640E+01
1.24524375000E+06	2.826752E+01	-8.981660E+01
1.24711250000E+06	2.832339E+01	-8.986697E+01
1.24898125000E+06	2.839465E+01	-8.979356E+01
1.25085000000E+06	2.839371E+01	-8.985047E+01
1.25271875000E+06	2.845696E+01	-8.982114E+01
1.25458750000E+06	2.851335E+01	-8.982141E+01
1.25645625000E+06	2.855383E+01	-8.984838E+01
1.25832500000E+06	2.859319E+01	-8.981564E+01
1.26019375000E+06	2.862273E+01	-8.982958E+01
1.26206250000E+06	2.868215E+01	-8.983350E+01
1.26393125000E+06	2.870141E+01	-8.980405E+01
1.26580000000E+06	2.873916E+01	-8.978123E+01
1.26766875000E+06	2.878028E+01	-8.982029E+01
1.26953750000E+06	2.883351E+01	-8.980944E+01
1.27140625000E+06	2.885750E+01	-8.984393E+01
1.27327500000E+06	2.894014E+01	-8.984106E+01
1.27514375000E+06	2.895823E+01	-8.981571E+01
1.27701250000E+06	2.899649E+01	-8.982249E+01
1.27888125000E+06	2.903630E+01	-8.979878E+01
1.28075000000E+06	2.907434E+01	-8.980101E+01
1.28261875000E+06	2.912197E+01	-8.981149E+01
1.28448750000E+06	2.917398E+01	-8.981915E+01
1.28635625000E+06	2.921544E+01	-8.981912E+01
1.28822500000E+06	2.926442E+01	-8.981917E+01
1.29009375000E+06	2.929402E+01	-8.983436E+01
1.29196250000E+06	2.934714E+01	-8.982198E+01
1.29383125000E+06	2.938328E+01	-8.980882E+01
1.29570000000E+06	2.943853E+01	-8.983920E+01
1.29756875000E+06	2.946736E+01	-8.984468E+01
1.29943750000E+06	2.951093E+01	-8.982598E+01
1.30130625000E+06	2.954633E+01	-8.982221E+01
1.30317500000E+06	2.958289E+01	-8.983403E+01
1.30504375000E+06	2.964406E+01	-8.982744E+01
1.30691250000E+06	2.968198E+01	-8.978432E+01
1.30878125000E+06	2.971213E+01	-8.981587E+01
1.31065000000E+06	2.976304E+01	-8.981882E+01
1.31251875000E+06	2.980559E+01	-8.982608E+01
1.31438750000E+06	2.984583E+01	-8.984885E+01
1.31625625000E+06	2.987849E+01	-8.979108E+01
1.31812500000E+06	2.994987E+01	-8.983633E+01
1.31999375000E+06	2.995748E+01	-8.983630E+01
1.32186250000E+06	3.001759E+01	-8.985754E+01
1.32373125000E+06	3.005165E+01	-8.981308E+01
1.32560000000E+06	3.009432E+01	-8.980955E+01
1.32746875000E+06	3.014178E+01	-8.985912E+01
1.32933750000E+06	3.019053E+01	-8.983427E+01
1.33120625000E+06	3.023210E+01	-8.978011E+01
1.33307500000E+06	3.027148E+01	-8.980864E+01
1.33494375000E+06	3.032716E+01	-8.981139E+01
1.33681250000E+06	3.032846E+01	-8.980993E+01
1.33868125000E+06	3.040056E+01	-8.982734E+01
1.34055000000E+06	3.042136E+01	-8.981839E+01
1.34241875000E+06	3.047935E+01	-8.985500E+01
1.34428750000E+06	3.053182E+01	-8.981218E+01
1.34615625000E+06	3.058526E+01	-8.979805E+01
1.34802500000E+06	3.060558E+01	-8.981165E+01
1.34989375000E+06	3.064280E+01	-8.981590E+01
1.35176250000E+06	3.067680E+01	-8.983921E+01
1.35363125000E+06	3.072784E+01	-8.977135E+01
1.35550000000E+06	3.075371E+01	-8.983530E+01
1.35736875000E+06	3.080694E+01	-8.977859E+01
1.35923750000E+06	3.086482E+01	-8.982646E+01
1.36110625000E+06	3.089829E+01	-8.982302E+01
1.36297500000E+06	3.093341E+01	-8.977998E+01
1.36484375000E+06	3.098480E+01	-8.980941E+01
1.36671250000E+06	3.102503E+01	-8.983118E+01
1.36858125000E+06	3.107708E+01	-8.980660E+01
1.37045000000E+06	3.111366E+01	-8.980557E+01
1.37231875000E+06	3.116059E+01	-8.981051E+01
1.37418750000E+06	3.119954E+01	-8.984083E+01
1.37605625000E+06	3.125453E+01	-8.981573E+01
1.37792500000E+06	3.128878E+01	-8.980136E+01
1.37979375000E+06	3.133128E+01	-8.980087E+01
1.38166250000E+06	3.135284E+01	-8.980312E+01
1.38353125000E+06	3.138264E+01	-8.979958E+01
1.38540000000E+06	3.146498E+01	-8.982043E+01
1.38726875000E+06	3.150883E+01	-8.981461E+01
1.38913750000E+06	3.153423E+01	-8.983752E+01
1.39100625000E+06	3.156914E+01	-8.983836E+01
1.39287500000E+06	3.161031E+01	-8.982979E+01
1.39474375000E+06	3.166138E+01	-8.980428E+01
1.39661250000E+06	3.173361E+01	-8.979243E+01
1.39848125000E+06	3.173313E+01	-8.980227E+01
1.40035000000E+06	3.180567E+01	-8.982060E+01
1.40221875000E+06	3.182035E+01	-8.981333E+01
1.40408750000E+06	3.187265E+01	-8.983485E+01
1.40595625000E+06	3.191233E+01	-8.981820E+01
1.40782500000E+06	3.194813E+01	-8.980559E+01
1.40969375000E+06	3.199168E+01	-8.982322E+01
1.41156250000E+06	3.203481E+01	-8.978042E+01
1.41343125000E+06	3.206093E+01	-8.978049E+01
1.41530000000E+06	3.213287E+01	-8.978991E+01
1.41716875000E+06	3.217607E+01	-8.978703E+01
1.41903750000E+06	3.221890E+01	-8.983496E+01
1.42090625000E+06	3.225261E+01	-8.981573E+01
1.42277500000E+06	3.229966E+01	-8.981311E+01
1.42464375000E+06	3.233072E+01	-8.980854E+01
1.42651250000E+06	3.239182E+01	-8.981782E+01
1.42838125000E+06	3.241803E+01	-8.980526E+01
1.43025000000E+06	3.246336E+01	-8.980536E+01
1.43211875000E+06	3.250340E+01	-8.979916E+01
1.43398750000E+06	3.255799E+01	-8.979992E+01
1.43585625000E+06	3.258519E+01	-8.981612E+01
1.43772500000E+06	3.262867E+01	-8.978998E+01
1.43959375000E+06	3.268114E+01	-8.982036E+01
1.44146250000E+06	3.271231E+01	-8.983464E+01
1.44333125000E+06	3.275710E+01	-8.983365E+01
1.44520000000E+06	3.279454E+01	-8.980651E+01
1.44706875000E+06	3.283936E+01	-8.978113E+01
1.44893750000E+06	3.288122E+01	-8.981133E+01
1.45080625000E+06	3.292857E+01	-8.977644E+01
1.45267500000E+06	3.296735E+01	-8.979618E+01
1.45454375000E+06	3.298745E+01	-8.979868E+01
1.45641250000E+06	3.306252E+01	-8.980391E+01
1.45828125000E+06	3.309241E+01	-8.978464E+01
1.46015000000E+06	3.313776E+01	-8.980776E+01
1.46201875000E+06	3.318934E+01	-8.976015E+01
1.46388750000E+06	3.321740E+01	-8.979497E+01
1.46575625000E+06	3.327085E+01	-8.980431E+01
1.46762500000E+06	3.331199E+01	-8.978698E+01
1.46949375000E+06	3.335337E+01	-8.980653E+01
1.47136250000E+06	3.338282E+01	-8.979163E+01
1.47323125000E+06	3.344258E+01	-8.978990E+01
1.47510000000E+06	3.347265E+01	-8.980503E+01
1.47696875000E+06	3.352545E+01	-8.982475E+01
1.47883750000E+06	3.358546E+01	-8.979481E+01
1.48070625000E+06	3.361357E+01	-8.981173E+01
1.48257500000E+06	3.367160E+01	-8.980771E+01
1.48444375000E+06	3.369352E+01	-8.978254E+01
1.48631250000E+06	3.374041E+01	-8.977367E+01
1.48818125000E+06	3.377763E+01	-8.980623E+01
1.49005000000E+06	3.381878E+01	-8.976759E+01
1.49191875000E+06	3.385745E+01	-8.977182E+01
1.49378750000E+06	3.388674E+01	-8.978938E+01
1.49565625000E+06	3.394998E+01	-8.981232E+01
1.49752500000E+06	3.398580E+01	-8.977853E+01
1.49939375000E+06	3.402999E+01	-8.978025E+01
1.50126250000E+06	3.409102E+01	-8.979232E+01
1.50313125000E+06	3.410762E+01	-8.981510E+01
1.50500000000E+06	3.414769E+01	-8.980534E+01
1.50686875000E+06	3.420367E+01	-8.975347E+01
1.50873750000E+06	3.423887E+01	-8.978303E+01
1.51060625000E+06	3.428601E+01	-8.978890E+01
1.51247500000E+06	3.431296E+01	-8.978501E+01
1.51434375000E+06	3.436568E+01	-8.979053E+01
1.51621250000E+06	3.439823E+01	-8.979408E+01
1.51808125000E+06	3.447380E+01	-8.978304E+01
1.51995000000E+06	3.450520E+01	-8.975978E+01
1.52181875000E+06	3.453203E+01	-8.977337E+01
1.52368750000E+06	3.458428E+01	-8.979171E+01
1.52555625000E+06	3.462713E+01	-8.978244E+01
1.52742500000E+06	3.465929E+01	-8.980204E+01
1.52929375000E+06	3.470933E+01	-8.978643E+01
1.53116250000E+06	3.476659E+01	-8.976189E+01
1.53303125000E+06	3.478735E+01	-8.977435E+01
1.53490000000E+06	3.484571E+01	-8.977634E+01
1.53676875000E+06	3.486942E+01	-8.975349E+01
1.53863750000E+06	3.491055E+01	-8.977364E+01
1.54050625000E+06	3.495881E+01	-8.979601E+01
1.54237500000E+06	3.499937E+01	-8.979230E+01
1.54424375000E+06	3.503476E+01	-8.980322E+01
1.54611250000E+06	3.510041E+01	-8.977409E+01
1.54798125000E+06	3.512980E+01	-8.975932E+01
1.54985000000E+06	3.517878E+01	-8.975536E+01
1.55171875000E+06	3.522130E+01	-8.977668E+01
1.55358750000E+06	3.525948E+01	-8.976328E+01
1.55545625000E+06	3.530158E+01	-8.980322E+01
1.55732500000E+06	3.533805E+01	-8.980064E+01
1.55919375000E+06	3.537874E+01	-8.976975E+01
1.56106250000E+06	3.541803E+01	-8.974666E+01
1.56293125000E+06	3.547400E+01	-8.976138E+01
1.56480000000E+06	3.550830E+01	-8.976477E+01
1.56666875000E+06	3.554852E+01	-8.976392E+01
1.56853750000E+06	3.560246E+01	-8.977761E+01
1.57040625000E+06	3.564815E+01	-8.975222E+01
1.57227500000E+06	3.568645E+01	-8.976250E+01
1.57414375000E+06	3.573197E+01	-8.979816E+01
1.57601250000E+06	3.578074E+01	-8.979108E+01
1.57788125000E+06	3.581128E+01	-8.974737E+01
1.57975000000E+06	3.586512E+01	-8.975586E+01
1.58161875000E+06	3.589433E+01	-8.974902E+01
1.58348750000E+06	3.593250E+01	-8.975349E+01
1.58535625000E+06	3.597904E+01	-8.973610E+01
1.58722500000E+06	3.601547E+01	-8.975849E+01
1.58909375000E+06	3.605437E+01	-8.977113E+01
1.59096250000E+06	3.609757E+01	-8.977341E+01
1.59283125000E+06	3.613523E+01	-8.974142E+01
1.59470000000E+06	3.619556E+01	-8.976024E+01
1.59656875000E+06	3.621099E+01	-8.977628E+01
1.59843750000E+06	3.630224E+01	-8.977644E+01
1.60030625000E+06	3.631171E+01	-8.976173E+01
1.60217500000E+06	3.636422E+01	-8.976911E+01
1.60404375000E+06	3.640122E+01	-8.974131E+01
1.60591250000E+06	3.642929E+01	-8.977190E+01
1.60778125000E+06	3.649756E+01	-8.976353E+01
1.60965000000E+06	3.652830E+01	-8.975932E+01
1.61151875000E+06	3.656522E+01	-8.973914E+01
1.61338750000E+06	3.661450E+01	-8.977845E+01
1.61525625000E+06	3.666516E+01	-8.974761E+01
1.61712500000E+06	3.667804E+01	-8.972746E+01
1.61899375000E+06	3.675489E+01	-8.975156E+01
1.62086250000E+06	3.678913E+01	-8.975331E+01
1.62273125000E+06	3.683577E+01	-8.974068E+01
1.62460000000E+06	3.684552E+01	-8.977283E+01
1.62646875000E+06	3.689996E+01	-8.974354E+01
1.62833750000E+06	3.695234E+01	-8.978139E+01
1.63020625000E+06	3.698956E+01	-8.973282E+01
1.63207500000E+06	3.703130E+01	-8.975838E+01
1.63394375000E+06	3.707974E+01	-8.976891E+01
1.63581250000E+06	3.711626E+01	-8.974342E+01
1.63768125000E+06	3.717223E+01	-8.974875E+01
1.63955000000E+06	3.720247E+01	-8.974853E+01
1.64141875000E+06	3.724380E+01	-8.976800E+01
1.64328750000E+06	3.729305E+01	-8.976794E+01
1.64515625000E+06	3.734697E+01	-8.973512E+01
1.64702500000E+06	3.736634E+01	-8.973180E+01
1.64889375000E+06	3.740093E+01	-8.975233E+01
1.65076250000E+06	3.747072E+01	-8.976184E+01
1.65263125000E+06	3.751385E+01	-8.974149E+01
1.65450000000E+06	3.755586E+01	-8.974379E+01
1.65636875000E+06	3.758062E+01	-8.974394E+01
1.65823750000E+06	3.763595E+01	-8.974989E+01
1.66010625000E+06	3.765953E+01	-8.973698E+01
1.66197500000E+06	3.772307E+01	-8.974162E+01
1.66384375000E+06	3.776569E+01	-8.971724E+01
1.66571250000E+06	3.777748E+01	-8.974929E+01
1.66758125000E+06	3.782998E+01	-8.972964E+01
1.66945000000E+06	3.787991E+01	-8.973251E+01
1.67131875000E+06	3.790976E+01	-8.975120E+01
1.67318750000E+06	3.796789E+01	-8.972569E+01
1.67505625000E+06	3.799708E+01	-8.974165E+01
1.67692500000E+06	3.804888E+01	-8.974030E+01
1.67879375000E+06	3.808570E+01	-8.973951E+01
1.68066250000E+06	3.813425E+01	-8.977033E+01
1.68253125000E+06	3.816224E+01	-8.975060E+01
1.68440000000E+06	3.823589E+01	-8.975418E+01
1.68626875000E+06	3.825132E+01	-8.974323E+01
1.68813750000E+06	3.831269E+01	-8.973585E+01
1.69000625000E+06	3.835267E+01	-8.973272E+01
1.69187500000E+06	3.838713E+01	-8.974180E+01
1.69374375000E+06	3.842741E+01	-8.973175E+01
1.69561250000E+06	3.846170E+01	-8.970116E+01
1.69748125000E+06	3.850594E+01	-8.974077E+01
1.69935000000E+06	3.856157E+01	-8.974737E+01
1.70121875000E+06	3.859980E+01	-8.972632E+01
1.70308750000E+06	3.864192E+01	-8.974786E+01
1.70495625000E+06	3.868446E+01	-8.971677E+01
1.70682500000E+06	3.872788E+01	-8.973422E+01
1.70869375000E+06	3.876714E+01	-8.974422E+01
1.71056250000E+06	3.879812E+01	-8.972079E+01
1.71243125000E+06	3.884732E+01	-8.974555E+01
1.71430000000E+06	3.898762E+01	-8.977725E+01
1.71616875000E+06	3.903452E+01	-8.977641E+01
1.71803750000E+06	3.906762E+01	-8.977890E+01
1.71990625000E+06	3.911167E+01	-8.977187E+01
1.72177500000E+06	3.914631E+01	-8.978188E+01
1.72364375000E+06	3.917751E+01	-8.977148E+01
1.72551250000E+06	3.924126E+01	-8.975171E+01
1.72738125000E+06	3.927055E+01	-8.977790E+01
1.72925000000E+06	3.931488E+01	-8.979499E+01
1.73111875000E+06	3.936320E+01	-8.977600E+01
1.73298750000E+06	3.939672E+01	-8.974612E+01
1.73485625000E+06	3.945485E+01	-8.978502E+01
1.73672500000E+06	3.949851E+01	-8.978271E+01
1.73859375000E+06	3.953746E+01	-8.975753E+01
1.74046250000E+06	3.956908E+01	-8.979421E+01
1.74233125000E+06	3.960001E+01	-8.977966E+01
1.74420000000E+06	3.966977E+01	-8.978528E+01
1.74606875000E+06	3.970824E+01	-8.977460E+01
1.74793750000E+06	3.971666E+01	-8.976411E+01
1.74980625000E+06	3.979498E+01	-8.979340E+01
1.75167500000E+06	3.981318E+01	-8.978432E+01
1.75354375000E+06	3.987853E+01	-8.980615E+01
1.75541250000E+06	3.991319E+01	-8.979295E+01
1.75728125000E+06	3.994806E+01	-8.974756E+01
1.75915000000E+06	3.999064E+01	-8.978482E+01
1.76101875000E+06	4.002949E+01	-8.974499E+01
1.76288750000E+06	4.007956E+01	-8.976968E+01
1.76475625000E+06	4.013435E+01	-8.976633E+01
1.76662500000E+06	4.016606E+01	-8.976522E+01
1.76849375000E+06	4.023059E+01	-8.977288E+01
1.77036250000E+06	4.026253E+01	-8.978672E+01
1.77223125000E+06	4.030495E+01	-8.974447E+01
1.77410000000E+06	4.034608E+01	-8.974134E+01
1.77596875000E+06	4.037813E+01	-8.975575E+01
1.77783750000E+06	4.041991E+01	-8.978424E+01
1.77970625000E+06	4.046453E+01	-8.975426E+01
1.78157500000E+06	4.050558E+01	-8.976218E+01
1.78344375000E+06	4.054037E+01	-8.975294E+01
1.78531250000E+06	4.060252E+01	-8.976431E+01
1.78718125000E+06	4.063738E+01	-8.980186E+01
1.78905000000E+06	4.068634E+01	-8.977504E+01
1.79091875000E+06	4.071612E+01	-8.979626E+01
1.79278750000E+06	4.076440E+01	-8.979499E+01
1.79465625000E+06	4.081175E+01	-8.976262E+01
1.79652500000E+06	4.084873E+01	-8.980727E+01
1.79839375000E+06	4.088688E+01	-8.977118E+01
1.80026250000E+06	4.091412E+01	-8.976064E+01
1.80213125000E+06	4.097618E+01	-8.977811E+01
1.80400000000E+06	4.102045E+01	-8.975770E+01
1.80586875000E+06	4.106082E+01	-8.978011E+01
1.80773750000E+06	4.109216E+01	-8.978907E+01
1.80960625000E+06	4.114315E+01	-8.976535E+01
1.81147500000E+06	4.118599E+01	-8.978941E+01
1.81334375000E+06	4.122818E+01	-8.976598E+01
1.81521250000E+06	4.126994E+01	-8.975629E+01
1.81708125000E+06	4.130188E+01	-8.977927E+01
1.81895000000E+06	4.135508E+01	-8.976429E+01
1.82081875000E+06	4.140409E+01	-8.978640E+01
1.82268750000E+06	4.143692E+01	-8.976834E+01
1.82455625000E+06	4.149016E+01	-8.977612E+01
1.82642500000E+06	4.154275E+01	-8.977102E+01
1.82829375000E+06	4.156432E+01	-8.977343E+01
1.83016250000E+06	4.162095E+01	-8.975697E+01
1.83203125000E+06	4.165572E+01	-8.977715E+01
1.83390000000E+06	4.171547E+01	-8.975750E+01
1.83576875000E+06	4.172763E+01	-8.976870E+01
1.83763750000E+06	4.177567E+01	-8.977455E+01
1.83950625000E+06	4.184098E+01	-8.974730E+01
1.84137500000E+06	4.187437E+01	-8.976065E+01
1.84324375000E+06	4.190023E+01	-8.975356E+01
1.84511250000E+06	4.193313E+01	-8.977128E+01
1.84698125000E+06	4.197635E+01	-8.975834E+01
1.84885000000E+06	4.201582E+01	-8.975901E+01
1.85071875000E+06	4.207612E+01	-8.977511E+01
1.85258750000E+06	4.210365E+01	-8.975383E+01
1.85445625000E+06	4.215173E+01	-8.977040E+01
1.85632500000E+06	4.219352E+01	-8.976588E+01
